Transaction_ID,Date,Cost_Center,GL_Account_Name,Account_Category,Vendor_Name,Budget_INR,Actual_INR
GL-435916,2025-06-23,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Blue Yonder,229823.75,257322.26
GL-861967,2025-01-09,Corporate HQ,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,132899.95,126888.91
GL-928575,2025-11-03,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,AWS India,211779.58,260455.2
GL-640269,2024-12-24,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Blue Yonder,164828.01,181140.14
GL-354077,2025-09-04,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator B,39001.17,37899.5
GL-844030,2025-01-08,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,113502.24,118588.58
GL-111019,2026-01-10,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Indian Oil Corp,31868.36,31135.69
GL-525731,2025-06-07,Cross-Border,Automated Sorter Systems,CAPEX,Local Fleet Operator B,68809.59,67674.98
GL-473308,2026-01-20,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Blue Yonder,433972.12,450726.77
GL-413814,2025-05-17,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator A,489622.24,480548.82
GL-380107,2025-02-02,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,396722.84,398652.07
GL-338365,2025-04-07,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Local Fleet Operator B,186927.13,185025.91
GL-849821,2024-07-21,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator B,475026.12,487950.55
GL-436174,2025-03-18,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Prologis Warehousing,331379.82,330017.98
GL-679390,2026-01-13,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,46842.24,49970.55
GL-708339,2025-10-29,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Vanderlande Sorters,327306.43,328743.72
GL-777519,2025-08-28,Supply Chain Services,Employee Benefit Expenses,OPEX,Local Fleet Operator B,218791.21,223119.42
GL-365785,2025-02-25,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Indian Oil Corp,44015.18,44670.29
GL-962716,2024-04-08,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Vanderlande Sorters,162046.46,157366.86
GL-490134,2025-11-03,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator B,285804.32,297140.33
GL-247719,2024-11-10,Supply Chain Services,Employee Benefit Expenses,OPEX,Vanderlande Sorters,219569.11,222718.99
GL-965898,2025-07-28,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,131403.12,136059.41
GL-284289,2024-06-28,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Blue Yonder,441192.36,456598.09
GL-602911,2024-12-23,Supply Chain Services,Freight Handling & Contract Labor,OPEX,AWS India,224314.95,225562.29
GL-869663,2025-05-21,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,405528.65,394470.61
GL-186794,2024-04-19,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,AWS India,169609.73,164044.77
GL-602398,2026-02-20,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Prologis Warehousing,124539.72,129272.63
GL-818959,2024-07-30,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Reliance BP Mobility,10862.7,12312.32
GL-677662,2024-08-01,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Amazon Web Serv,253481.4,258275.53
GL-455331,2024-04-27,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Amazon Web Serv,291616.5,290425.09
GL-244048,2025-09-26,Express Parcel (B2C),Employee Benefit Expenses,OPEX,AWS India,239345.51,227741.93
GL-568680,2024-08-16,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Local Fleet Operator B,17065.78,16995.7
GL-506596,2026-03-11,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,316855.11,317012.74
GL-998647,2026-03-17,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,186132.79,189458.14
GL-432782,2024-12-15,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,378252.21,363977.96
GL-899923,2025-12-20,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,314562.43,300116.16
GL-939296,2026-02-10,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,279025.4,269743.92
GL-647555,2024-11-03,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Blue Yonder,446502.98,443536.1
GL-282068,2024-05-31,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,343962.08,356416.85
GL-307635,2024-12-23,Express Parcel (B2C),Automated Sorter Systems,CAPEX,AWS India,462908.73,456225.84
GL-822156,2024-05-24,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,AWS India,286278.36,295554.34
GL-151954,2026-03-03,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Indian Oil Corp,247207.39,253625.15
GL-864068,2025-04-24,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Blue Yonder,274789.27,284677.1
GL-649698,2024-09-10,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,AWS India,81560.37,86543.88
GL-326417,2024-12-18,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Amazon Web Serv,273678.75,282678.87
GL-216718,2025-05-28,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,256349.82,265075.05
GL-884416,2025-02-26,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,AWS India,59097.41,58981.65
GL-869984,2025-09-11,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,138208.11,138525.66
GL-684872,2024-04-06,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,344161.28,350840.38
GL-275138,2026-03-01,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,145074.88,162754.26
GL-504315,2024-12-09,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,413169.3,534726.28
GL-605717,2024-12-07,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,AWS India,333320.48,330635.65
GL-270974,2024-05-13,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Reliance BP Mobility,152667.33,157820.3
GL-670501,2026-03-13,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Indian Oil Corp,120133.57,114130.32
GL-148958,2024-07-10,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Local Fleet Operator A,498911.24,511549.82
GL-827818,2024-04-03,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,48623.97,55751.95
GL-518520,2026-03-10,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,136188.53,152818.07
GL-904596,2024-11-17,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Indian Oil Corp,119788.16,119372.12
GL-612122,2025-03-24,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Indian Oil Corp,209017.46,216270.11
GL-478575,2026-03-01,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Vanderlande Sorters,332541.18,332420.83
GL-757533,2025-10-04,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,93366.07,114517.16
GL-967862,2024-11-15,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Indian Oil Corp,324075.66,326372.84
GL-316386,2025-03-11,Corporate HQ,Employee Benefit Expenses,OPEX,Prologis Warehousing,114353.38,109206.47
GL-353039,2024-10-12,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator A,417922.89,412363.02
GL-921117,2025-04-08,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Blue Yonder,431469.15,449055.33
GL-228541,2026-02-09,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,AWS India,379063.32,361636.22
GL-116248,2024-10-19,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,77251.93,77735.98
GL-700809,2025-11-19,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Blue Yonder,200188.09,196952.01
GL-846021,2025-09-10,Cross-Border,Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,409033.75,403877.47
GL-342406,2024-07-14,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Blue Yonder,47752.04,47354.5
GL-379287,2026-02-04,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,65520.21,65351.55
GL-605858,2025-06-14,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Blue Yonder,499744.02,479928.31
GL-914815,2025-10-07,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,11363.41,11371.45
GL-163761,2024-10-03,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Prologis Warehousing,271790.76,277065.15
GL-164944,2025-11-30,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator B,284379.87,284921.83
GL-631064,2024-12-21,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Reliance BP Mobility,90248.05,87529.81
GL-348734,2024-06-17,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Reliance BP Mobility,296971.18,300675.56
GL-805960,2025-04-20,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,267949.93,276030.28
GL-962417,2025-02-06,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Blue Yonder,333331.75,331207.35
GL-793890,2025-10-18,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Reliance BP Mobility,409441.91,458473.56
GL-122320,2025-12-08,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,AWS India,368655.92,388621.23
GL-604195,2024-04-16,Supply Chain Services,Employee Benefit Expenses,OPEX,Local Fleet Operator B,496225.15,482679.21
GL-699895,2025-02-04,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,158927.48,156709.07
GL-605205,2025-08-12,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Prologis Warehousing,189305.94,195596.27
GL-894413,2024-07-14,Corporate HQ,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,113197.94,112695.74
GL-976703,2025-02-06,Corporate HQ,IT Infrastructure (Servers),CAPEX,Blue Yonder,46365.83,48515.38
GL-222316,2025-10-30,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Vanderlande Sorters,211058.64,214237.02
GL-656692,2026-01-04,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,98980.01,102827.92
GL-487556,2024-06-09,Supply Chain Services,Employee Benefit Expenses,OPEX,Prologis Warehousing,218507.28,225806.68
GL-567574,2025-10-03,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,AWS India,205342.15,235644.06
GL-726941,2025-10-10,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator B,470359.12,469549.51
GL-752834,2024-06-08,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,AWS India,226152.21,228130.39
GL-953562,2024-05-18,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,227551.39,218526.68
GL-740393,2024-12-16,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Blue Yonder,130332.65,130333.31
GL-221120,2025-11-16,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator A,91411.65,88931.41
GL-494061,2026-03-30,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator A,274358.82,265288.84
GL-792161,2024-09-01,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Prologis Warehousing,41509.42,42009.03
GL-376839,2025-08-09,Corporate HQ,Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,249264.29,242504.46
GL-244567,2025-12-02,Corporate HQ,Freight Handling & Contract Labor,OPEX,Prologis Warehousing,286285.24,277074.66
GL-729157,2025-05-06,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,238898.88,237818.97
GL-905116,2025-11-06,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Reliance BP Mobility,135520.18,152310.03
GL-199509,2026-03-13,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Local Fleet Operator A,39525.45,38045.8
GL-268528,2025-04-28,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,161846.71,180266.7
GL-616222,2025-10-18,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Blue Yonder,253016.14,254565.53
GL-935225,2025-09-10,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,210049.44,219227.37
GL-495041,2025-10-11,Supply Chain Services,Freight Handling & Contract Labor,OPEX,AWS India,256953.06,266685.5
GL-501971,2025-10-26,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,114587.13,120031.95
GL-579871,2024-05-21,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Vanderlande Sorters,429822.22,439322.07
GL-490367,2026-02-25,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,392421.27,388844.13
GL-240460,2025-10-14,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,430076.58,412450.92
GL-905395,2026-01-30,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,273167.14,261390.68
GL-993625,2025-07-04,Supply Chain Services,Employee Benefit Expenses,OPEX,Vanderlande Sorters,426683.68,424019.45
GL-177519,2026-01-23,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,330973.44,327576.68
GL-493313,2024-11-10,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Indian Oil Corp,277353.19,284432.06
GL-651467,2024-12-27,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,60663.72,83914.5
GL-354323,2024-05-18,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,345216.12,367334.59
GL-368880,2025-06-20,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Blue Yonder,128459.78,143560.6
GL-872791,2024-06-06,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Blue Yonder,384469.31,386766.27
GL-265732,2025-12-04,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,227467.01,222843.36
GL-157642,2026-03-29,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,169613.72,182044.39
GL-863625,2026-02-08,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,AWS India,406993.91,408970.94
GL-941965,2025-11-05,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,304588.49,316379.83
GL-778249,2025-08-07,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,456976.11,439585.47
GL-346295,2025-09-21,Corporate HQ,Automated Sorter Systems,CAPEX,Vanderlande Sorters,479289.09,460461.65
GL-628218,2025-01-21,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator A,380226.24,374766.36
GL-851121,2024-04-09,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,320970.28,335841.64
GL-703295,2025-06-26,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,432145.22,434798.71
GL-622073,2025-07-18,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,478261.13,527118.06
GL-528836,2024-12-07,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,476902.04,482942.7
GL-685812,2024-04-20,Cross-Border,Cloud Hosting (Orion Platform),OPEX,AWS India,321678.36,342984.31
GL-811151,2024-09-23,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,324933.31,312237.18
GL-588721,2024-04-06,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,99996.31,99580.93
GL-900594,2025-12-09,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator A,438156.0,444167.07
GL-535239,2025-02-27,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,268516.35,266433.6
GL-787938,2025-11-20,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Prologis Warehousing,33153.13,33092.0
GL-214870,2024-12-24,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,296192.83,305580.27
GL-686692,2025-11-20,Supply Chain Services,Employee Benefit Expenses,OPEX,AWS India,267172.64,263865.88
GL-622965,2024-06-06,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,194861.91,204351.96
GL-852231,2024-08-03,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,200053.07,219220.57
GL-904293,2025-10-16,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,81642.96,78130.22
GL-521321,2025-10-05,Supply Chain Services,Employee Benefit Expenses,OPEX,Local Fleet Operator A,77097.32,78695.11
GL-446275,2026-02-21,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,397311.2,404603.18
GL-658299,2026-01-25,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Reliance BP Mobility,213667.4,220749.28
GL-946779,2024-09-20,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Vanderlande Sorters,111679.4,108036.59
GL-624941,2024-06-03,Cross-Border,Automated Sorter Systems,CAPEX,Indian Oil Corp,470361.8,475689.84
GL-247603,2025-07-07,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Indian Oil Corp,353496.94,352025.64
GL-100062,2025-08-08,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Blue Yonder,84531.45,81021.39
GL-770049,2024-05-12,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Prologis Warehousing,373389.45,360507.45
GL-503852,2025-06-05,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Indian Oil Corp,331573.24,328164.06
GL-902808,2025-07-07,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,39867.23,39336.45
GL-366840,2024-04-12,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,283397.04,294653.36
GL-307139,2025-12-17,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,210272.65,209897.94
GL-408594,2025-11-12,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,453985.34,454701.11
GL-711524,2024-05-19,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,431814.16,436921.74
GL-375038,2025-10-08,Supply Chain Services,Freight Handling & Contract Labor,OPEX,AWS India,413957.33,405330.81
GL-825086,2024-12-07,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,134721.09,177567.36
GL-940064,2026-02-14,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,237833.49,240397.34
GL-904486,2025-12-21,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,328166.95,406165.75
GL-743100,2024-05-14,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,223098.75,222867.87
GL-461470,2024-12-30,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Vanderlande Sorters,78493.53,83538.84
GL-170867,2025-12-20,Cross-Border,Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,417402.7,414808.91
GL-836438,2024-07-17,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,426344.22,413048.95
GL-234279,2025-09-17,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,31063.44,30984.69
GL-982916,2025-10-08,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Reliance BP Mobility,152348.85,153590.62
GL-268337,2024-04-30,Part Truckload (PTL),Automated Sorter Systems,CAPEX,AWS India,138274.22,136929.6
GL-704555,2025-08-10,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Blue Yonder,149823.39,148225.39
GL-610415,2025-12-03,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,415895.44,414737.0
GL-835190,2025-03-14,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Prologis Warehousing,248258.07,246603.34
GL-418779,2025-04-19,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Vanderlande Sorters,19218.62,19026.18
GL-164798,2025-05-29,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Vanderlande Sorters,380936.99,377917.26
GL-770421,2025-09-29,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Blue Yonder,178953.11,186366.75
GL-706286,2024-07-08,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,350561.59,349854.28
GL-600731,2024-12-13,Supply Chain Services,Automated Sorter Systems,CAPEX,Indian Oil Corp,359330.86,356367.45
GL-793130,2025-10-05,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Indian Oil Corp,125867.91,125533.96
GL-835370,2025-11-28,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator A,52218.07,54244.17
GL-405356,2024-12-04,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,65968.65,67866.5
GL-382056,2024-04-23,Express Parcel (B2C),Employee Benefit Expenses,OPEX,AWS India,451025.82,450671.21
GL-153045,2025-05-25,Corporate HQ,Employee Benefit Expenses,OPEX,AWS India,451321.93,455577.13
GL-473767,2024-12-05,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Indian Oil Corp,14974.72,15649.92
GL-395939,2025-10-08,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Blue Yonder,78234.43,76407.15
GL-779492,2025-01-10,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Local Fleet Operator A,225101.3,221233.09
GL-808764,2024-05-17,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,AWS India,272962.7,267282.08
GL-609938,2024-11-05,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,363754.84,370755.23
GL-255066,2025-06-08,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,110344.28,123809.68
GL-723135,2025-11-20,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Vanderlande Sorters,125227.72,119241.26
GL-217042,2024-10-17,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Indian Oil Corp,455052.17,577230.68
GL-206187,2026-01-15,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Indian Oil Corp,282503.23,290812.65
GL-234627,2025-10-16,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Blue Yonder,20919.31,20543.87
GL-680146,2025-10-12,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,302451.94,371626.17
GL-244398,2025-01-20,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Prologis Warehousing,443312.9,461570.29
GL-621930,2026-01-15,Part Truckload (PTL),Employee Benefit Expenses,OPEX,AWS India,101328.5,103900.32
GL-727022,2024-07-16,Corporate HQ,Freight Handling & Contract Labor,OPEX,AWS India,379432.07,376024.57
GL-166334,2025-05-11,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Vanderlande Sorters,300580.63,315404.05
GL-425992,2026-01-24,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator A,74029.32,71507.65
GL-441670,2026-03-10,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,200839.81,200284.57
GL-343392,2025-07-13,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,13822.74,14323.7
GL-812697,2025-12-05,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,AWS India,130087.06,130839.48
GL-687501,2024-04-02,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,310564.59,298323.72
GL-299932,2024-05-29,Supply Chain Services,Automated Sorter Systems,CAPEX,Blue Yonder,140387.01,134124.48
GL-842369,2024-07-31,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator A,384703.21,402734.7
GL-220228,2025-02-06,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Blue Yonder,403870.55,420214.59
GL-536060,2024-11-29,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,348327.33,364175.47
GL-970486,2025-02-12,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Vanderlande Sorters,16687.41,17351.82
GL-449524,2024-07-12,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,65807.22,65153.91
GL-757893,2026-01-17,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,274549.28,282795.54
GL-878708,2026-02-08,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,AWS India,302014.98,303575.62
GL-292320,2024-05-10,Express Parcel (B2C),Employee Benefit Expenses,OPEX,AWS India,427027.48,445443.92
GL-141244,2025-05-14,Cross-Border,IT Infrastructure (Servers),CAPEX,Vanderlande Sorters,300918.95,309233.5
GL-197956,2025-05-08,Cross-Border,Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,264212.48,270636.77
GL-756551,2025-04-07,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,AWS India,477479.12,485499.45
GL-741230,2025-11-25,Supply Chain Services,Automated Sorter Systems,CAPEX,Local Fleet Operator A,326698.1,342272.72
GL-188906,2024-08-05,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator B,202890.89,196842.53
GL-773096,2024-06-27,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,24680.26,23945.86
GL-336504,2025-07-30,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Vanderlande Sorters,88696.82,89375.76
GL-957225,2025-05-15,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,159616.42,165017.57
GL-711574,2025-06-09,Corporate HQ,Automated Sorter Systems,CAPEX,Local Fleet Operator B,430956.27,430534.41
GL-959853,2024-08-24,Cross-Border,Employee Benefit Expenses,OPEX,Local Fleet Operator B,234771.08,238826.47
GL-157707,2025-04-22,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Vanderlande Sorters,467328.43,452050.17
GL-250196,2025-10-25,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,71417.73,69125.86
GL-339539,2025-04-03,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,301552.93,286674.33
GL-401937,2024-06-19,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Reliance BP Mobility,30001.8,31596.98
GL-898858,2024-11-25,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,351686.66,353229.31
